,Date,Headlines
686,2021-11-25,"CBI, ED chiefs’ tenures extended by 5 years: Dictatorial, no role for House, says Opposition"
687,2021-11-25,Regulator to study Covaxin data before nod for minors
688,2021-11-25,"Honouring tribal people, Nov 15 will be observed as ‘Janjatiya Gaurav Diwas,’ says Amit Shah"
689,2021-11-25,UP set to start ambulance service for cows: Laxmi Narayan Chaudhary
690,2021-11-25,Third consecutive low pressure system in Bay of Bengal to keep rainfall active over southern peninsula till Thursday
691,2021-11-25,Railways’ PRS service shut for 6 hours from Nov 14 to Nov 21
692,2021-11-25,Bihar: Naxals kill four family members accusing them of being police
693,2021-11-25,Can’t imagine country’s growth without south India’s contribution: Amit Shah
694,2021-11-25,"Congress to go solo in UP polls, contest all 403 seats: Priyanka"
695,2021-11-25,"Teen found dead in UP’s Pilibhit, family alleges gang rape"
696,2021-11-25,"BJP stands for arrogance, lies, inflation: Akhilesh hits back at Shah’s ‘JAM’ remark"
697,2021-11-25,India calls COP26 summit a ‘success’
698,2021-11-25,"Centre brings Ordinances to extend tenure of ED, CBI directors up to 5 years"
699,2021-11-25,"Sonia Gandhi, Rahul Gandhi speak with Mayawati following her mother’s death"
700,2021-11-25,"Nehru birth anniversary: Opposition parties question absence of RS Chairman, Speaker, ministers at Parliament event"
701,2021-11-25,No point raising Pegasus; Opposition should not link Parliament session with polls: Naqvi
702,2021-11-25,"MP govt planning to purchase cow dung for making fertilisers, other products: CM"
703,2021-11-25,"Punjab sees biggest reduction in petrol price, Ladakh on diesel"
704,2021-11-25,"Uttarakhand polls next year, BJP MP urges migrants to vote in villages"
705,2021-11-25,"Heavy rains lash Kerala, red alert declared in Ernakulam, Idukki, Thrissur by IMD"
706,2021-11-25,AAI likely to procure two counter-drone systems worth Rs 9.9 crore in 2022-23
707,2021-11-25,Top Maoist leader Milind Teltumbde among 26 Naxals killed in encounter: Maharashtra Police
708,2021-11-25,"Jawaharlal Nehru birth anniversary: PM Modi, Rahul Gandhi pay tribute to former prime minister"
709,2021-11-25,"In 3 years, Sainik schools get over 350 girl cadets marching along with boys"
710,2021-11-25,Interfaith marriage: Tension in Agra locality after woman’s death
711,2021-11-25,"Colonel’s brother also with Assam Rifles, parents just back from Manipur visit"
712,2021-11-25,Jammu and Kashmir Special Tribunal stays orders asking Nirmal Singh to raze house
713,2021-11-25,"On closing day, draft calls for an end to fuel subsidies, India among many who object"
714,2021-11-25,‘It will be nice  to go out and purchase things for the children’
715,2021-11-25,Falguni Nayar: The Nykaa  among Nayaks
716,2021-11-25,Fruit vendor who put aside savings to travel and raise funds receives Padma Shri
717,2021-11-25,Vande Bharat to Katra to be ‘pure veg’ as IRCTC aims for Sattvik certificate
718,2021-11-25,Before Putin visit: US team led by senator who backed Delhi deal with Moscow meets PM
719,2021-11-25,Corbett case: Uttarakhand orders Vigilance inquiry
720,2021-11-25,UP: FIR filed days after labourer dies in custody
721,2021-11-25,"No mosque damaged, none injured in Tripura recently: Centre"
722,2021-11-25,"Suit filed in Delhi court against publication, sale of Salman Khurshid’s book"
723,2021-11-25,Cow dung and urine can strengthen country’s economy: Shivraj Singh Chouhan
724,2021-11-25,"Crypto map: PM’s meet calls for ‘progressive’ steps, caution over hype"
725,2021-11-25,Consortium of PSU banks agrees to infuse funds for completion of stalled Amrapali projects: SC told
726,2021-11-25,"At least 26 Maoists killed in encounter in Gadchiroli, say police"
727,2021-11-25,"Issue of Mullaperiyar dam a matter of continuous supervision, says SC"
728,2021-11-25,"BJP blames Rahul, Congress for violence in Maharashtra"
729,2021-11-25,"I am not a sophisticated speaker, don’t have good English for expressing words: CJI Ramana"
730,2021-11-25,"Kangana Ranaut plays defiant card, asks which war took place in 1947"
731,2021-11-25,"In Varanasi, Shah roots for Hindi: ‘I love it even more than Gujarati’"
732,2021-11-25,"BJP to retain Uttar Pradesh with big loss of seats; neck-and-neck fight between AAP, Congress in Punjab: CVoter survey"
733,2021-11-25,Priyanka Gandhi terms Amit Shah’s ‘girl could wear jewellery at midnight in UP’ remark as ‘jumla’
734,2021-11-25,"With eye on Goa polls, Trinamool Congress names Luizinho Faleiro as its RS candidate"
735,2021-11-25,"Germany mourns 100,000 Covid-19 dead"
736,2021-11-25,Libya: Gadhafi son disqualified from running for president
737,2021-11-25,FBI calls dealing with ‘Havana Syndrome’ a top priority
738,2021-11-25,Covid-19 highlights a geographic split in Germany
739,2021-11-25,China finds 12 million children that it didn’t know existed
740,2021-11-25,Released Sudan official describes ordeal since coup arrest
741,2021-11-25,Army whistleblower’s lonely death highlights toll of mental illness
742,2021-11-25,"For Afghan refugees, a choice between community and opportunity"
743,2021-11-25,US justice dept. to prioritise prosecuting violence on flights
744,2021-11-25,A claim of herd immunity reignites debate over UK Covid policy
745,2021-11-25,High-level officials responsible for Ukraine airliner crash in Iran -victims’ report
746,2021-11-25,"Helicopters, clipboards, crew cuts, the President must be in town"
747,2021-11-25,All 3 men charged in Ahmaud Arbery’s death convicted of murder
748,2021-11-25,The inflation miscalculation complicating Biden’s agenda
749,2021-11-25,Italy targets unvaccinated with restrictions as cases rise
750,2021-11-25,World news round-up: 5 overnight developments from around the globe
751,2021-11-25,Chinese firm gets contract to develop Colombo Port’s controversial eastern container terminal
752,2021-11-25,Migrant boat capsizes in English Channel; at least 27 dead
753,2021-11-25,Qatar detains two Norway journalists amid World Cup coverage
754,2021-11-25,Vladimir Putin says he took experimental nasal vaccine against Covid-19
755,2021-11-25,Apple warns Thai activists ‘state-sponsored attackers’ may have targeted iPhones
756,2021-11-25,‘They become our family:’ US farming couple rescues Afghans
757,2021-11-25,"The Base, Hezbollah get terrorist designation in Australia"
758,2021-11-25,London’s Big Ben to show fresh face to ring in New Year
759,2021-11-25,"Germany mourns 100,000 Covid-19 dead"
760,2021-11-25,Libya: Gadhafi son disqualified from running for president
761,2021-11-25,FBI calls dealing with ‘Havana Syndrome’ a top priority
762,2021-11-25,Covid-19 highlights a geographic split in Germany
763,2021-11-25,China finds 12 million children that it didn’t know existed
764,2021-11-25,Released Sudan official describes ordeal since coup arrest
765,2021-11-25,Army whistleblower’s lonely death highlights toll of mental illness
766,2021-11-25,"For Afghan refugees, a choice between community and opportunity"
767,2021-11-25,US justice dept. to prioritise prosecuting violence on flights
768,2021-11-25,A claim of herd immunity reignites debate over UK Covid policy
769,2021-11-25,High-level officials responsible for Ukraine airliner crash in Iran -victims’ report
770,2021-11-25,"Helicopters, clipboards, crew cuts, the President must be in town"
771,2021-11-25,All 3 men charged in Ahmaud Arbery’s death convicted of murder
772,2021-11-25,The inflation miscalculation complicating Biden’s agenda
773,2021-11-25,Italy targets unvaccinated with restrictions as cases rise
774,2021-11-25,World news round-up: 5 overnight developments from around the globe
775,2021-11-25,Chinese firm gets contract to develop Colombo Port’s controversial eastern container terminal
776,2021-11-25,Migrant boat capsizes in English Channel; at least 27 dead
777,2021-11-25,Qatar detains two Norway journalists amid World Cup coverage
778,2021-11-25,Vladimir Putin says he took experimental nasal vaccine against Covid-19
779,2021-11-25,Apple warns Thai activists ‘state-sponsored attackers’ may have targeted iPhones
780,2021-11-25,‘They become our family:’ US farming couple rescues Afghans
781,2021-11-25,"The Base, Hezbollah get terrorist designation in Australia"
782,2021-11-25,London’s Big Ben to show fresh face to ring in New Year
783,2021-11-25,US Pentagon to form new group to investigate UFOs
784,2021-11-25,Is the four-day workweek finally within our grasp?
785,2021-11-25,Magdalena Andersson becomes Sweden’s first female prime minister; resigns within hours
786,2021-11-25,"Malaysia, Singapore set to reopen borders to some travel"
787,2021-11-25,UAE holds talks with Taliban to run Kabul airport: Foreign diplomats
788,2021-11-25,What we know and don’t know about the Wisconsin parade attack
789,2021-11-25,A little known cult is South Korea’s latest Covid-19 outbreak
790,2021-11-25,Hong Kong sentences youngest person yet under national security law
791,2021-11-25,Germany to Vietnam: These countries are witnessing a fresh Covid-19 surge
792,2021-11-25,German parties reach deal for government to end Merkel era
793,2021-11-25,Pakistani cultural capital is now world’s most polluted city
794,2021-11-25,Einstein notes with sketches of relativity theory sold in Paris auction for $13 million
795,2021-11-25,Sudan PM says investigation launched into violations against protesters
796,2021-11-25,"Peppa Pig references, vroom-vroom cars: Boris Johnson’s speech sparks concerns in Britain"
797,2021-11-25,Declining marriage numbers add to China’s demographic conundrum
798,2021-11-25,Child is 6th death in Waukesha parade crash; suspect charged
799,2021-11-25,"Army Cadets tried to get Navy’s goat, again. Commanders were not amused"
800,2021-11-25,Virtual real estate plot sells for record $2.4 million
801,2021-11-25,"Contending with the pandemic, wealthy nations wage global battle for migrants"
802,2021-11-25,Jeffrey Epstein’s final days: celebrity reminiscing and a running toilet
803,2021-11-25,US to require vaccines for all border crossers in January
804,2021-11-25,33 hurt in Brazil when sidewalk collapses at Christmas event
805,2021-11-25,"In Venezuela’s flawed vote, Maduro shows one way to retain power"
806,2021-11-25,Afghans ‘marry off’ baby girls for dowries as starvation looms
807,2021-11-25,World news round-up: 5 overnight developments from around the globe
808,2021-11-25,New Zealand to reopen to foreign travellers from April 30
809,2021-11-25,Have not made determination yet on potential CAATSA waiver to India on S400: US
810,2021-11-25,"Fighting gas prices, US to release 50 million barrels of oil"
811,2021-11-25,Why China can’t bury Peng Shuai and its #MeToo scandal
812,2021-11-25,"Malikah Shabazz, a daughter of Malcolm X, dies at 56"
813,2021-11-25,South Korea: Will dog meat restaurants become a thing of the past?
814,2021-11-25,Brazil’s skateboarders who choose self-confidence over crime
815,2021-11-25,China urges ‘certain people’ to stop ‘politicisation’ of Peng Shuai situation
816,2021-11-25,Ex-South Korean strongman Chun Doo-hwan dies at age 90
817,2021-11-25,Milwaukee’s ‘Dancing Grannies’ devastated by parade crash
818,2021-11-25,Sri Lanka begins trial of 25 accused of plotting 2019 Easter bombings
819,2021-11-25,Bus crash in Bulgaria kills at least 45 people
820,2021-11-25,Victims at Christmas parade were young musicians and dancing grannies
821,2021-11-25,How fake news on Facebook helped fuel a border crisis in Europe
822,2021-11-25,Man accused of killing 5 at Wisconsin parade had lengthy police record
823,2021-11-25,"US issues ‘Do Not Travel’ Covid-19 warning for Germany, Denmark"
824,2021-11-25,"US House panel probing Capitol riot subpoenas Roger Stone, Alex Jones"
825,2021-11-25,Congo militiamen kill more than 12 at displaced camp in east
826,2021-11-25,"Prominent poet Robert Bly, author of ‘Iron John’, dies at 94"
827,2021-11-25,"Biden to keep Powell as Fed chair, Brainard gets vice chair"
828,2021-11-25,IMF recommends El Salvador not use bitcoin as legal tender
829,2021-11-25,Probe finds ‘overwhelming evidence’ of misconduct by New York Gov. Cuomo
830,2021-11-25,"French prime minister positive for COVID-19, as cases rise"
831,2021-11-25,US not heading toward Covid-19 lockdown: White House
832,2021-11-25,World news round-up: 5 overnight developments from around the globe
833,2021-11-25,White House says Joe Biden intends to run again in 2024
834,2021-11-25,"56 years ago, he shot Malcolm X. Now he lives quietly in Brooklyn."
835,2021-11-25,Sri Lanka’s former police chief indicted in 2019 Easter Sunday terror attack
836,2021-11-25,IMF deal with Pakistan would revive $6 billion bailout
837,2021-11-25,"Indian-origin man sentenced to 8 yrs corrective training, caning in Singapore"
838,2021-11-25,Xi Jinping says China will not seek dominance over Southeast Asia
839,2021-11-25,"Jobs lost, middle class Afghans slide into poverty, hunger"
840,2021-11-25,Former Netanyahu aide testifies in ex-Israeli PM’s corruption trial
841,2021-11-25,Afghanistan: Taliban issue guidelines against women actors
842,2021-11-25,"In hard times, Afghan farmers are turning to opium for security"
843,2021-11-25,"Angry and divided, Austrians argue over a lockdown and vaccine mandates"
844,2021-11-25,"As thanksgiving approaches, US virus cases tick upward once more"
845,2021-11-25,"As hopes for nuclear deal fade, Iran rebuilds and risks grow"
846,2021-11-25,"He sold away his people’s heritage, he’s in the jungle to get it back"
847,2021-11-25,How the US lost ground to China in the contest for clean energy
848,2021-11-25,Sudan military leaders reinstate deposed prime minister
849,2021-11-25,Vancouver is marooned by flooding and besieged again by climate change
850,2021-11-25,Exit polls: Bulgarian president wins apparent reelection
851,2021-11-25,Khashoggi’s fiancee urges Justin Bieber to cancel Saudi performance
852,2021-11-25,"El Salvador plans first ‘Bitcoin City’, backed by bitcoin bonds"
853,2021-11-25,WhatsApp pushes privacy update to comply with Irish ruling
854,2021-11-25,Marines on track for worst vaccination record in US military
855,2021-11-25,Clashes break out in Brussels in protests over coronavirus restrictions
856,2021-11-25,Austria begins national lockdown to fight surging infections
857,2021-11-25,"Five dead, 40 injured after SUV speeds into Christmas parade"
858,2021-11-25,World news round-up: 5 overnight developments from around the globe
859,2021-11-25,US missionaries say two of 17 abductees freed in Haiti
860,2021-11-25,Australia to allow entry for fully-vaccinated visa holders from Dec. 1
861,2021-11-25,China downgrades ties with Lithuania after Taiwan opens de facto embassy
862,2021-11-25,One historic Black neighborhood’s stake in the infrastructure bill
863,2021-11-25,Half of my heart belongs in India: Ban Ki-moon in book
864,2021-11-25,Jamal Khashoggi’s fiancee urges Justin Bieber to cancel Saudi performance
865,2021-11-25,COVID curbs spark protests worldwide
866,2021-11-25,"In latest breach, Iran’s Mahan Air hit with cyberattack"
867,2021-11-25,"As soldiers abandon notorious Myanmar army, a morale crisis looms"
868,2021-11-25,Venezuela claims Guinness World Record for largest orchestra
869,2021-11-25,Global rivalries are miring the clean energy revolution
870,2021-11-25,Relatives of virus dead question Japan’s recuperate-at-home policy
871,2021-11-25,Dutch police arrest 7 amid unrest in The Hague
872,2021-11-25,"3 hurt in chaos at Atlanta airport as traveller’s gun goes off, says police"
873,2021-11-25,How Hunter Biden’s firm helped secure cobalt for the Chinese
874,2021-11-25,Rittenhouse case highlights the nation’s deep division over gun rights
875,2021-11-25,Migrants from 12 countries among 600 found in two trucks in Mexico
876,2021-11-25,Disney World puts covid-19 vaccination mandate policy on hold
877,2021-11-25,World news round-up: 5 overnight developments from around the globe
878,2021-11-25,Malaysian PM’s party wins landslide victory in state polls
879,2021-11-25,Thousands protest upcoming lockdown in Vienna
880,2021-11-25,"Prominent Afghan doctor kidnapped, killed in northern city"
881,2021-11-25,Europe’s COVID crisis pits vaccinated against unvaccinated
882,2021-11-25,"On Putin’s strategic chessboard, a series of destabilizing moves"
883,2021-11-25,Protests erupt in Portland following Rittenhouse case verdict
884,2021-11-25,Voters cast ballots in bellwether Malaysian state election
885,2021-11-25,Singapore relaxes COVID-19 social curbs from Monday
886,2021-11-25,Britain seeks ban of single use plastic plates and cutlery in England
887,2021-11-25,"After 15 months in US prisons, she now sits in Russia’s parliament"
888,2021-11-25,"Covid in Germany: ‘National emergency’, can’t rule out lockdown, says Health Minister"
889,2021-11-25,"Flood-hit Canadian province of British Columbia limits fuel, non-essential travel"
890,2021-11-25,Pro and anti-vaccination protesters take to Australia streets
891,2021-11-25,Bidens greet Sikh community on Guru Nanak Jayanti
892,2021-11-25,Brazil withheld deforestation data till COP26’s end: report
893,2021-11-25,"Austria announces Covid vaccine mandate, crossing a threshold for Europe"
894,2021-11-25,Prince Charles ends first tour since start of pandemic
895,2021-11-25,Two wounded as Dutch police fire shots at protest over new Covid-19 restrictions
896,2021-11-25,Wildfires torched up to a fifth of all giant sequoia trees
897,2021-11-25,World news round-up: 5 overnight developments from around the globe
898,2021-11-25,Jury acquits US teen shooter Kyle Rittenhouse of murder after polarising trial
899,2021-11-25,Transplant-waiting children victims of Venezuela’s crises
900,2021-11-25,"From fire to floods, climate change hits Canada’s fragile supply chain"
901,2021-11-25,Kamala Harris becomes first woman to get US presidential powers briefly as Joe Biden undergoes medical
902,2021-11-25,"Scientists mystified, wary, as Africa avoids Covid-19 disaster"
903,2021-11-25,"First known Covid case was vendor at Wuhan market, scientist claims"
904,2021-11-25,US announces sex-trafficking charges against Duterte’s spiritual adviser
905,2021-11-25,"Austria reimposes full lockdown, plans to make Covid-19 vaccines compulsory"
906,2021-11-25,Biden says US considering diplomatic boycott of Beijing Olympics
907,2021-11-25,"Brazil’s Amazon deforestation surges to 15-year high, undercutting government pledge"
908,2021-11-25,Pakistan’s central bank seen hiking rates amid uncertainty over IMF loan
909,2021-11-25,Judge temporarily blocks New York Times from publishing Project Veritas materials
910,2021-11-25,"Belarus clears migrant camps at EU border, but crisis not yet over"
911,2021-11-25,"Biden seeks common ground with Mexico, Canada at summit but tensions remain"
912,2021-11-25,Democrats prepare to move Biden’s $1.75 trillion bill forward in House
913,2021-11-25,World news round-up: 5 overnight developments from around the globe
914,2021-11-25,US university adds caste to its anti-discrimination policy
915,2021-11-25,Rare copy of US Constitution sells at auction for $43 million
916,2021-11-25,British Columbia deals with flooding as first troops arrive
917,2021-11-25,Belarus border crisis: Poland detains 100 migrants
918,2021-11-25,"During COP26, Facebook served ads with climate falsehoods, skepticism"
919,2021-11-25,More chief executives join the ‘Great Resignation’
920,2021-11-25,Vladimir Putin says West taking Russia’s ‘red lines’ too lightly
921,2021-11-25,Monkey-brain study with link to China’s military roils top European university
922,2021-11-25,"US overdose deaths topped 100,000 in one year"
923,2021-11-25,Turkey releases Israeli couple accused of spying
924,2021-11-25,Japan looks to accept more foreigners in key policy shift
925,2021-11-25,Pakistan is ‘headache’ for entire world; has footprints of all terror attacks: Ram Madhav in US
926,2021-11-25,"At least 15 people shot dead in anti-coup protests in Sudan, medics say"
927,2021-11-25,UN envoy says Islamic State now appears present in all Afghan provinces
928,2021-11-25,Philippines condemns Chinese coast guard’s action in South China Sea
929,2021-11-25,Vaccinated vs unvaccinated: Europe’s Covid-19 culture war
930,2021-11-25,US teenager Kyle Rittenhouse’s murder trial jury ends second day without verdict
931,2021-11-25,Rapper Young Dolph fatally shot at Tennessee cookie shop
932,2021-11-25,British Columbia sees death toll rising from massive flood; Ottawa pledges aid
933,2021-11-25,World news round-up: 5 overnight developments from around the globe
934,2021-11-25,2 men convicted of killing Malcolm X will be exonerated after 55 years
935,2021-11-25,Swiss government: Same-sex couples can marry starting July 1
936,2021-11-25,Indonesia’s batik-makers turn to mangroves as demand grows for eco-dyes
937,2021-11-25,US seeks four years in prison for Capitol rioter ‘QAnon Shaman’
938,2021-11-25,France: Decathlon halts canoe sales to curb migrant crossings
939,2021-11-25,Taliban warn of mass refugee exodus if US keeps funds frozen
940,2021-11-25,"Nicaraguan President Daniel Ortega, officials banned from entry to the US"
941,2021-11-25,Christmas stretch: UK inflation highest in nearly a decade
942,2021-11-25,"Two blasts hit Afghan capital Kabul, officials say"
943,2021-11-25,"China, US to ease restrictions on each others journalists"
944,2021-11-25,UK jails nine climate activists for blocking roads
945,2021-11-25,"From backflips to pogo sticks, Guinness World Records are smashed"
946,2021-11-25,Fauci says boosters for all key to U.S. reaching COVID-19 endemic level
947,2021-11-25,China has never taken one inch of land from other countries: Xi tells Biden
948,2021-11-25,"After record low, monarch butterflies return to California"
949,2021-11-25,Global trends in Covid-19 infections: WHO chief explains in 3 charts
950,2021-11-25,Poland uses water cannons against migrants at Belarus border
951,2021-11-25,Will an island in Indonesia become a new frontier in the space race?
952,2021-11-25,Another challenge for conservation efforts: Gender inequity
953,2021-11-25,"In a rare case, woman’s body rids itself of HIV without medication"
954,2021-11-25,"In Moscow’s technological advances, a ‘double-edged sword’"
955,2021-11-25,"Cities are not only tackling Covid-19, but its pollution too"
956,2021-11-25,"In Gaza, a contentious Palestinian professor calmly teaches Israeli poetry"
957,2021-11-25,US journalist jailed for months in Myanmar lands in New York
958,2021-11-25,"Uneasy about the economy, Americans are spending anyway"
959,2021-11-25,"Canada floods kill one person, leave two missing; rail access cut to Vancouver port"
960,2021-11-25,"China’s history is revised, to the glory of Xi"
961,2021-11-25,US State Department urges US citizens to leave Ethiopia immediately
962,2021-11-25,"FDA promises quick review of Pfizer booster for all adults, CDC meets Friday"
963,2021-11-25,Trump adviser appointed to panel on US elections
964,2021-11-25,Biden and Xi agree to look at possible arms control talks: US advisor
965,2021-11-25,New Zealand to ease Auckland domestic border curbs from Dec. 15
966,2021-11-25,Afghan evacuees enjoy Albania but have eyes set on Canada
967,2021-11-25,Pfizer agrees to let other companies make its Covid-19 pill
968,2021-11-25,Cuba: Mass protests thwarted as authorities arrest dissidents
969,2021-11-25,German agency suspends certification for Nord Stream 2 pipeline
970,2021-11-25,China pet killings spark fear among quarantined covid patients
971,2021-11-25,"Afghan opium production rises for a fifth year, UN report says"
972,2021-11-25,Xi talks tough at summit with Biden; warns of ‘playing with fire’ over Taiwan
973,2021-11-25,"Twin blasts in Uganda capital kill two, injure dozens"
974,2021-11-25,Another challenge for conservation efforts: Gender inequity
975,2021-11-25,"In the fight against climate change, young voices speak out"
976,2021-11-25,UK police name Liverpool taxi blast suspect
977,2021-11-25,"Despite mistrust, Afghan Shiites seek Taliban protection"
978,2021-11-25,Houston officials pick internal review of Astroworld tragedy
979,2021-11-25,French President Macron has changed the flag. Can you spot the difference?
980,2021-11-25,Kabul passport office suspends work as demand crashes system
981,2021-11-25,Myanmar election body charges Suu Kyi with electoral fraud
982,2021-11-25,"Wall street is finally getting access to China, but for how long?"
983,2021-11-25,Miss South Africa faces flak for refusing to pull out of Miss Universe in Israel
984,2021-11-25,A new source of fuel in an aging Japan: adult incontinence
985,2021-11-25,How a dispute over groceries led to artillery strikes in Ukraine
986,2021-11-25,Veterans have become unlikely lobbyists in push to legalize psychedelic drugs
987,2021-11-25,Global wealth surges as China overtakes US to grab top spot
988,2021-11-25,CDC issues ‘Level One’ Covid-19 travel health notice for India
989,2021-11-25,Death toll in Burkina Faso security force attack rises to 32
990,2021-11-25,Indian-origin man jailed for life for stabbing wife to death in UK
991,2021-11-25,"‘Old friends?’ For Xi Jinping and Joe Biden, not necessarily"
992,2021-11-25,"China-US should respect, coexist with each other: Xi tells Biden at virtual summit"
993,2021-11-25,"UAE working to de-escalate tensions with Iran, says senior official"
994,2021-11-25,"Top points of contention between US and China as Xi, Biden meet"
995,2021-11-25,UN Secretary General Guterres appoints Shombi Sharp as UN Resident Coordinator in India
996,2021-11-25,"Rain sets off flooding, mudslides in British Columbia"
997,2021-11-25,Canadian helicopters evacuate hundreds stranded on highway after landslides
998,2021-11-25,NASA not expected to send crew to moon until 2026 or later -US watchdog
999,2021-11-25,North Korea’s Kim Jong Un visits Samjiyon city in first public outing in over a month
1000,2021-11-25,"Russian anti-satellite missile test endangers space station crew, says NASA"
1001,2021-11-25,Liverpool car blast: ‘Heroic’ taxi driver wins accolades for averting ‘awful disaster’
1002,2021-11-25,Reports: Trump selling DC hotel to investment firm for $375M
1003,2021-11-25,Trump adviser Steve Bannon surrenders to face charges for stonewalling Capitol riot probe
1004,2021-11-25,2006 Nobel laureate Orhan Pamuk probed for insulting leader
1005,2021-11-25,NATO warns Russia over Ukraine troop build-up
1006,2021-11-25,"Pakistan, Afghanistan to resume ‘Dosti’ bus service next year"
1007,2021-11-25,Baby elephant loses half its trunk to Indonesia poacher trap
1008,2021-11-25,Poland-Belarus border crisis: Iraq to start repatriating citizens
1009,2021-11-25,UK raises terror threat level following taxi explosion
1010,2021-11-25,Greece to renew pressure on UK to return ancient sculptures
1011,2021-11-25,‘You can’t even cry loudly’: Counting Ethiopia’s war dead
1012,2021-11-25,"Air pollution killed over 300,000 in EU in 2019: report"
1013,2021-11-25,"India’s last-minute coal defense at COP26 hid role of China, US"
1014,2021-11-25,"Top pain points between U.S. and China as Xi, Biden meet"
1015,2021-11-25,US journalist freed from Myanmar jail with ex-diplomat’s aid
1016,2021-11-25,New Covid-19 outbreak prompts China to lock down university campus
1017,2021-11-25,Former Japanese Princess Mako arrives in New York with husband
1018,2021-11-25,Roadside bomb in Afghanistan’s capital wounds two people
1019,2021-11-25,Life-sized statue of Gandhi vandalised in Australia; PM Morrison terms it ‘disgraceful’
1020,2021-11-25,"After Sierra Leone explosion, a health system is strained"
1021,2021-11-25,The string of Islamic state attacks that killed three generations of one Afghan family
1022,2021-11-25,"They warned their names were on a hit list, they were killed."
1023,2021-11-25,"Afghan college students find a new life, and safety, in Iraq"
1024,2021-11-25,Polish PM calls for ‘concrete steps’ from NATO amid Belarus border crisis
1025,2021-11-25,"In gun debate, Rittenhouse verdict unlikely to be last word"
1026,2021-11-25,Biden names former new Orleans Mayor Mitch Landrieu to oversee infrastructure plan
1027,2021-11-25,"Efficacy of Covid-19 shots wanes, fueling boosters debate"
1028,2021-11-25,UK counter-terrorism police arrest three after Liverpool car blast
1029,2021-11-25,World news round-up: 5 overnight developments from around the globe
1030,2021-11-25,Six key moments that shaped the trial of Kyle Rittenhouse
1031,2021-11-25,One person dead in car explosion in Liverpool
1032,2021-11-25,"US, China trade Taiwan warnings ahead of Biden-Xi summit"
1033,2021-11-25,"Austria brings back Covid-19 lockdown, this time for the unvaccinated"
1034,2021-11-25,German politicians urge help for Belarus border migrants
1035,2021-11-25,Moammar Gadhafi’s son announces candidacy for president of Libya
1036,2021-11-25,‘No absolute monarchy’: Thousands of Thais march for royal reforms
1037,2021-11-25,Dubai Air Show opens to industry on the mend amid Covid-19
1038,2021-11-25,White House to host 1st summit of tribal nations since 2016
1039,2021-11-25,Eight migrants found dead in boat near Spain’s Canary Islands
1040,2021-11-25,"People flee homes as quakes strike southern Iran, killing at least one: Report"
1041,2021-11-25,Thousands of military families struggle with food insecurity in US
1042,2021-11-25,Al Jazeera says bureau chief detained by Sudanese forces
1043,2021-11-25,Legendary author Wilbur Smith dies aged 88
1044,2021-11-25,Poland says police hit with stones by migrants at border
1045,2021-11-25,‘Europe’s last dictator’ raises the stakes with the West
1046,2021-11-25,Father and son help crack unsolved 1969 bank robbery
1047,2021-11-25,The Crypto capital of the world
1048,2021-11-25,Indian-origin vicar appointed bishop in central England
1049,2021-11-25,How US hid an airstrike that killed dozens of civilians in Syria
1050,2021-11-25,"FBI’s email system compromised, hackers warn of cyber threat"
1051,2021-11-25,Bulgarians vote in third election round as infections surge
1052,2021-11-25,Queen Elizabeth to appear publicly for first time after hospital stay
1053,2021-11-25,"Ecuador prison violence leaves at least 68 dead, dozens injured"
1054,2021-11-25,World news round-up: 5 overnight developments from around the globe
1055,2021-11-25,"Good COP, bad COP? Takeaways from the new UN climate deal"
1056,2021-11-25,"Countries adopt Glasgow Climate Pact after India, China force amendment on coal reference"
1057,2021-11-25,"Italian city defies China, opens exhibit by dissident artist"
1058,2021-11-25,"Ahead of Xi-Biden summit, China asks US to stop supporting ‘Taiwan independence’"
1059,2021-11-25,Israeli couple arrested in Turkey on espionage charges
1060,2021-11-25,Philippines president’s daughter to run for vice president
1061,2021-11-25,Hong Kong authorities deny visa to Economist journalist
1062,2021-11-25,Hong Kong broadcaster’s swift turn from maverick voice to official mouthpiece
1063,2021-11-25,Who has the most historical responsibility for climate change?
1064,2021-11-25,"Joe Biden chooses Robert Califf to lead FDA, despite drug industry ties"
1065,2021-11-25,‘A scandal’: WHO says world’s rate of Covid-19 booster shots outstrips poorer countries’ vaccinations
1066,2021-11-25,Alzheimer’s drug cited as Medicare premium jumps by $21.60
1067,2021-11-25,US appeals court affirms hold on Biden Covid-19 vaccine mandate
1068,2021-11-25,"Glasgow Climate talks are down to the wire on money, ambition and fossil fuels"
1069,2021-11-25,UN climate talks drift into overtime in push to save 1.5 Celsius goal
1070,2021-11-25,"US should require Covid-19 vaccine or negative test for domestic air travelers, say lawmakers"
1071,2021-11-25,Armed group kills seven police officers in northern Burkina Faso
1072,2021-11-25,"China’s Xi, Biden to meet virtually on Tuesday Asia time, says Chinese foreign ministry"
1073,2021-11-25,Dutch govt orders 3-week partial lockdown amid virus surge
1074,2021-11-25,"Europe becomes Covid-19’s epicentre again, some countries look at fresh curbs"
1075,2021-11-25,Trump adviser Bannon charged after defying Capitol riot subpoena
1076,2021-11-25,US entrepreneur who flew to space with actor William Shatner dies in plane crash
1077,2021-11-25,Indian professor elected to International Law Commission for 5-year term
1078,2021-11-25,United Nations says many lives lost daily in Africa’s Sahel Crisis
1079,2021-11-25,World news round-up: 5 overnight developments from around the globe
